Date,Adj Close,Close,High,Low,Open,Volume
2023-04-21,1281.9200439453125,1281.9200439453125,1304.280029296875,1268.1199951171875,1296.22998046875,262100.0
2023-04-24,1273.6199951171875,1273.6199951171875,1285.989990234375,1252.1300048828125,1282.0,316600.0
2023-04-25,1229.550048828125,1229.550048828125,1262.31005859375,1227.5799560546875,1261.780029296875,341400.0
2023-04-26,1235.6300048828125,1235.6300048828125,1259.989990234375,1232.9200439453125,1241.9599609375,315700.0
2023-04-27,1244.9200439453125,1244.9200439453125,1257.969970703125,1233.719970703125,1257.969970703125,300900.0
2023-04-28,1277.489990234375,1277.489990234375,1294.27001953125,1237.25,1248.3800048828125,446200.0
2023-05-01,1291.6500244140625,1291.6500244140625,1298.72998046875,1260.0,1263.219970703125,267300.0
2023-05-02,1255.739990234375,1255.739990234375,1292.47998046875,1242.6700439453125,1292.47998046875,376000.0
2023-05-03,1279.989990234375,1279.989990234375,1296.72998046875,1256.2900390625,1267.1800537109375,566200.0
2023-05-04,1213.3800048828125,1213.3800048828125,1336.81005859375,1196.1600341796875,1326.050048828125,1238700.0
2023-05-05,1243.5899658203125,1243.5899658203125,1263.9200439453125,1221.93994140625,1225.780029296875,478300.0
2023-05-08,1284.5,1284.5,1289.4100341796875,1242.550048828125,1242.550048828125,451300.0
2023-05-09,1248.050048828125,1248.050048828125,1281.199951171875,1244.77001953125,1267.56005859375,469100.0
2023-05-10,1288.9200439453125,1288.9200439453125,1317.280029296875,1263.0899658203125,1268.0,535000.0
2023-05-11,1296.52001953125,1296.52001953125,1303.0,1281.800048828125,1296.0,334600.0
2023-05-12,1279.6700439453125,1279.6700439453125,1295.3699951171875,1261.6400146484375,1293.9300537109375,275800.0
2023-05-15,1296.800048828125,1296.800048828125,1306.2900390625,1284.1700439453125,1289.9300537109375,507900.0
2023-05-16,1275.3900146484375,1275.3900146484375,1301.6700439453125,1268.06005859375,1286.2099609375,347600.0
2023-05-17,1320.1500244140625,1320.1500244140625,1330.5699462890625,1276.0,1288.25,458600.0
2023-05-18,1332.489990234375,1332.489990234375,1336.1700439453125,1309.199951171875,1320.0,349900.0
2023-05-19,1310.8800048828125,1310.8800048828125,1327.3299560546875,1300.0400390625,1327.3299560546875,511500.0
2023-05-22,1339.6199951171875,1339.6199951171875,1365.6400146484375,1308.800048828125,1313.3299560546875,604300.0
2023-05-23,1299.8299560546875,1299.8299560546875,1357.550048828125,1293.0,1328.43994140625,491900.0
2023-05-24,1284.1300048828125,1284.1300048828125,1297.18994140625,1261.1099853515625,1290.0,326200.0
2023-05-25,1249.9100341796875,1249.9100341796875,1307.8800048828125,1246.81005859375,1300.4200439453125,368300.0
2023-05-26,1282.260009765625,1282.260009765625,1296.0,1250.6500244140625,1252.52001953125,409100.0
2023-05-30,1249.719970703125,1249.719970703125,1301.97998046875,1242.3199462890625,1297.25,515100.0
2023-05-31,1239.0,1239.0,1248.6400146484375,1226.6199951171875,1244.3599853515625,637500.0
2023-06-01,1258.02001953125,1258.02001953125,1278.469970703125,1232.0,1240.0899658203125,344300.0
2023-06-02,1270.6700439453125,1270.6700439453125,1284.1099853515625,1221.0699462890625,1279.9100341796875,402000.0
2023-06-05,1289.489990234375,1289.489990234375,1292.280029296875,1258.1600341796875,1268.7099609375,272900.0
2023-06-06,1254.449951171875,1254.449951171875,1282.97998046875,1246.0999755859375,1282.97998046875,478800.0
2023-06-07,1208.2900390625,1208.2900390625,1259.5400390625,1200.8800048828125,1253.43994140625,571600.0
2023-06-08,1209.739990234375,1209.739990234375,1224.3599853515625,1192.3399658203125,1205.8399658203125,447500.0
2023-06-09,1208.550048828125,1208.550048828125,1220.1500244140625,1186.1099853515625,1219.1600341796875,447300.0
2023-06-12,1238.1500244140625,1238.1500244140625,1240.3699951171875,1192.199951171875,1209.0,399800.0
2023-06-13,1209.52001953125,1209.52001953125,1254.72998046875,1189.050048828125,1252.800048828125,500400.0
2023-06-14,1211.8399658203125,1211.8399658203125,1220.010009765625,1194.0400390625,1209.52001953125,360900.0
2023-06-15,1223.77001953125,1223.77001953125,1229.3499755859375,1198.2900390625,1206.4100341796875,389500.0
2023-06-16,1194.739990234375,1194.739990234375,1224.0,1192.5999755859375,1224.0,779900.0
2023-06-20,1197.739990234375,1197.739990234375,1237.239990234375,1182.0,1190.0,436000.0
2023-06-21,1210.9000244140625,1210.9000244140625,1227.510009765625,1192.0,1199.0,387600.0
2023-06-22,1241.510009765625,1241.510009765625,1242.0,1199.5,1211.760009765625,452000.0
2023-06-23,1226.489990234375,1226.489990234375,1237.77001953125,1190.030029296875,1221.8499755859375,779700.0
2023-06-26,1155.510009765625,1155.510009765625,1239.030029296875,1154.5,1220.9000244140625,582500.0
2023-06-27,1162.0899658203125,1162.0899658203125,1183.0,1159.2900390625,1173.0999755859375,522300.0
2023-06-28,1207.68994140625,1207.68994140625,1208.25,1156.8499755859375,1156.8499755859375,409600.0
2023-06-29,1171.449951171875,1171.449951171875,1214.2099609375,1162.3900146484375,1211.199951171875,382400.0
2023-06-30,1184.5999755859375,1184.5999755859375,1212.5999755859375,1173.260009765625,1188.0,489600.0
2023-07-03,1193.75,1193.75,1193.75,1172.0899658203125,1190.0,237000.0
2023-07-05,1247.3599853515625,1247.3599853515625,1248.77001953125,1178.300048828125,1193.75,614900.0
2023-07-06,1153.5899658203125,1153.5899658203125,1226.0,1145.5,1221.199951171875,912500.0
2023-07-07,1153.8199462890625,1153.8199462890625,1189.97998046875,1151.050048828125,1166.530029296875,503100.0
2023-07-10,1087.1500244140625,1087.1500244140625,1109.489990234375,1063.02001953125,1108.0400390625,1409200.0
2023-07-11,1121.5799560546875,1121.5799560546875,1131.449951171875,1081.3699951171875,1087.1500244140625,585800.0
2023-07-12,1141.1300048828125,1141.1300048828125,1153.4300537109375,1127.3499755859375,1143.0,448200.0
2023-07-13,1146.719970703125,1146.719970703125,1154.0,1130.0,1153.949951171875,383400.0
2023-07-14,1135.719970703125,1135.719970703125,1147.77001953125,1126.8399658203125,1141.0,471300.0
2023-07-17,1179.1700439453125,1179.1700439453125,1181.300048828125,1128.300048828125,1128.300048828125,547200.0
2023-07-18,1208.6600341796875,1208.6600341796875,1210.0,1170.050048828125,1170.050048828125,641200.0
2023-07-19,1225.75,1225.75,1232.5799560546875,1210.93994140625,1219.030029296875,558100.0
2023-07-20,1198.3399658203125,1198.3399658203125,1223.989990234375,1194.1300048828125,1210.0,627700.0
2023-07-21,1221.030029296875,1221.030029296875,1228.9200439453125,1201.989990234375,1209.219970703125,1116300.0
2023-07-24,1198.4300537109375,1198.4300537109375,1223.3599853515625,1174.0699462890625,1221.030029296875,441700.0
2023-07-25,1181.8399658203125,1181.8399658203125,1212.56005859375,1181.1600341796875,1201.510009765625,475000.0
2023-07-26,1176.22998046875,1176.22998046875,1189.0,1171.0,1181.56005859375,435700.0
2023-07-27,1169.9000244140625,1169.9000244140625,1221.449951171875,1167.25,1193.0,628300.0
2023-07-28,1225.02001953125,1225.02001953125,1228.1400146484375,1182.3900146484375,1193.8499755859375,447400.0
2023-07-31,1238.050048828125,1238.050048828125,1257.6600341796875,1223.6600341796875,1235.030029296875,504300.0
2023-08-01,1210.4000244140625,1210.4000244140625,1236.9000244140625,1202.52001953125,1236.9000244140625,380800.0
2023-08-02,1164.81005859375,1164.81005859375,1194.6400146484375,1150.010009765625,1184.550048828125,747000.0
2023-08-03,1323.1099853515625,1323.1099853515625,1326.6099853515625,1212.68994140625,1225.0,1593900.0
2023-08-04,1296.1600341796875,1296.1600341796875,1325.1099853515625,1277.2900390625,1321.3199462890625,797000.0
2023-08-07,1358.81005859375,1358.81005859375,1370.0,1290.010009765625,1315.3599853515625,710700.0
2023-08-08,1328.3599853515625,1328.3599853515625,1356.280029296875,1311.4000244140625,1348.969970703125,523800.0
2023-08-09,1312.6600341796875,1312.6600341796875,1348.93994140625,1312.0899658203125,1347.6500244140625,418300.0
2023-08-10,1387.06005859375,1387.06005859375,1388.3900146484375,1344.3399658203125,1345.0,651500.0
2023-08-11,1330.0,1330.0,1368.4100341796875,1328.469970703125,1360.719970703125,616300.0
2023-08-14,1296.52001953125,1296.52001953125,1313.0,1273.9200439453125,1305.9100341796875,653100.0
2023-08-15,1286.0400390625,1286.0400390625,1293.1300048828125,1280.0,1280.0,329900.0
2023-08-16,1247.43994140625,1247.43994140625,1284.3900146484375,1238.3699951171875,1282.6700439453125,525700.0
2023-08-17,1196.56005859375,1196.56005859375,1258.0,1196.0400390625,1253.8800048828125,579200.0
2023-08-18,1199.5899658203125,1199.5899658203125,1214.06005859375,1180.5799560546875,1183.989990234375,502300.0
2023-08-21,1228.510009765625,1228.510009765625,1234.9599609375,1203.1199951171875,1207.989990234375,447800.0
2023-08-22,1242.72998046875,1242.72998046875,1252.4200439453125,1219.8299560546875,1248.8499755859375,330300.0
2023-08-23,1258.8699951171875,1258.8699951171875,1277.6400146484375,1245.8699951171875,1245.8699951171875,429900.0
2023-08-24,1215.31005859375,1215.31005859375,1261.0,1212.010009765625,1261.0,357200.0
2023-08-25,1237.8399658203125,1237.8399658203125,1240.5,1202.010009765625,1221.31005859375,310900.0
2023-08-28,1249.4599609375,1249.4599609375,1249.93994140625,1235.0,1245.530029296875,213300.0
2023-08-29,1304.6600341796875,1304.6600341796875,1322.2900390625,1247.8900146484375,1252.449951171875,644900.0
2023-08-30,1343.1300048828125,1343.1300048828125,1343.9100341796875,1307.6300048828125,1310.0,494900.0
2023-08-31,1372.3599853515625,1372.3599853515625,1386.5400390625,1334.6600341796875,1340.1099853515625,678100.0
2023-09-01,1421.6400146484375,1421.6400146484375,1421.9300537109375,1396.6500244140625,1402.6199951171875,549200.0
2023-09-05,1435.050048828125,1435.050048828125,1448.22998046875,1410.0,1415.25,621200.0
2023-09-06,1425.969970703125,1425.969970703125,1439.989990234375,1415.989990234375,1428.530029296875,735600.0
2023-09-07,1436.3499755859375,1436.3499755859375,1448.8199462890625,1402.010009765625,1407.43994140625,503600.0
2023-09-08,1428.18994140625,1428.18994140625,1451.56005859375,1421.47998046875,1436.3499755859375,509500.0
2023-09-11,1422.9300537109375,1422.9300537109375,1439.0,1403.0,1439.0,433000.0
2023-09-12,1399.1400146484375,1399.1400146484375,1418.9000244140625,1391.0699462890625,1416.06005859375,370300.0
2023-09-13,1397.4599609375,1397.4599609375,1401.969970703125,1373.489990234375,1393.25,362400.0
2023-09-14,1383.4300537109375,1383.4300537109375,1405.9200439453125,1363.510009765625,1405.9200439453125,472400.0
2023-09-15,1396.6600341796875,1396.6600341796875,1402.489990234375,1372.699951171875,1383.469970703125,451000.0
2023-09-18,1383.72998046875,1383.72998046875,1400.75,1372.8299560546875,1376.0999755859375,288000.0
2023-09-19,1342.6400146484375,1342.6400146484375,1371.1800537109375,1322.8399658203125,1367.3599853515625,634000.0
2023-09-20,1326.3399658203125,1326.3399658203125,1361.4100341796875,1323.6600341796875,1357.0,412800.0
2023-09-21,1293.280029296875,1293.280029296875,1310.0999755859375,1287.0,1295.0,358000.0
2023-09-22,1276.9599609375,1276.9599609375,1317.0,1274.3699951171875,1307.0,280200.0
2023-09-25,1290.530029296875,1290.530029296875,1296.4000244140625,1265.02001953125,1266.0,202200.0
2023-09-26,1268.6199951171875,1268.6199951171875,1278.5799560546875,1251.530029296875,1275.1300048828125,350900.0
2023-09-27,1256.52001953125,1256.52001953125,1282.3199462890625,1253.010009765625,1272.0,312600.0
2023-09-28,1274.1400146484375,1274.1400146484375,1282.7099609375,1240.010009765625,1250.8499755859375,354300.0
2023-09-29,1267.8800048828125,1267.8800048828125,1301.489990234375,1262.5999755859375,1295.27001953125,348200.0
2023-10-02,1259.4100341796875,1259.4100341796875,1281.4000244140625,1250.0,1255.5899658203125,347000.0
2023-10-03,1228.280029296875,1228.280029296875,1257.1700439453125,1213.0999755859375,1246.8599853515625,355000.0
2023-10-04,1231.56005859375,1231.56005859375,1242.0,1222.3199462890625,1238.22998046875,218400.0
2023-10-05,1214.3800048828125,1214.3800048828125,1230.0,1198.510009765625,1230.0,351600.0
2023-10-06,1237.530029296875,1237.530029296875,1243.0,1190.010009765625,1200.6199951171875,303300.0
2023-10-09,1238.3800048828125,1238.3800048828125,1244.9200439453125,1206.02001953125,1218.8299560546875,160900.0
2023-10-10,1258.31005859375,1258.31005859375,1277.1099853515625,1242.0,1245.199951171875,301700.0
2023-10-11,1243.949951171875,1243.949951171875,1277.989990234375,1218.0,1272.8699951171875,312800.0
2023-10-12,1229.9599609375,1229.9599609375,1246.68994140625,1218.0799560546875,1239.010009765625,279700.0
2023-10-13,1223.5,1223.5,1228.47998046875,1210.1800537109375,1223.8499755859375,213300.0
2023-10-16,1226.199951171875,1226.199951171875,1249.97998046875,1224.4300537109375,1233.0799560546875,257600.0
2023-10-17,1240.6500244140625,1240.6500244140625,1244.5,1207.219970703125,1215.9000244140625,281900.0
2023-10-18,1211.699951171875,1211.699951171875,1239.97998046875,1205.3499755859375,1230.0,365600.0
2023-10-19,1179.9599609375,1179.9599609375,1228.8699951171875,1171.1700439453125,1220.6500244140625,492400.0
2023-10-20,1169.6700439453125,1169.6700439453125,1181.0,1144.300048828125,1180.780029296875,354400.0
2023-10-23,1180.1300048828125,1180.1300048828125,1190.800048828125,1141.0400390625,1141.0400390625,279500.0
2023-10-24,1221.989990234375,1221.989990234375,1227.31005859375,1183.2900390625,1183.8399658203125,362800.0
2023-10-25,1190.97998046875,1190.97998046875,1215.5799560546875,1186.0400390625,1209.7900390625,345500.0
2023-10-26,1175.0,1175.0,1202.5799560546875,1162.72998046875,1192.4300537109375,407400.0
2023-10-27,1200.449951171875,1200.449951171875,1216.9300537109375,1188.4000244140625,1199.9100341796875,498000.0
2023-10-30,1226.239990234375,1226.239990234375,1242.1099853515625,1211.9000244140625,1221.4100341796875,428800.0
2023-10-31,1240.739990234375,1240.739990234375,1258.0,1205.800048828125,1228.6199951171875,477800.0
2023-11-01,1300.010009765625,1300.010009765625,1347.9599609375,1215.010009765625,1239.0,918800.0
2023-11-02,1319.5,1319.5,1392.3800048828125,1310.31005859375,1349.7900390625,958800.0
2023-11-03,1387.7900390625,1387.7900390625,1393.780029296875,1346.5699462890625,1346.5699462890625,734800.0
2023-11-06,1374.77001953125,1374.77001953125,1398.5899658203125,1352.9599609375,1398.5899658203125,454900.0
2023-11-07,1382.719970703125,1382.719970703125,1391.550048828125,1372.31005859375,1388.0699462890625,390100.0
2023-11-08,1367.3399658203125,1367.3399658203125,1391.0400390625,1360.3499755859375,1378.9200439453125,252100.0
2023-11-09,1341.3800048828125,1341.3800048828125,1383.31005859375,1339.6700439453125,1378.3399658203125,251900.0
2023-11-10,1374.3900146484375,1374.3900146484375,1377.1500244140625,1337.3399658203125,1346.2099609375,258200.0
2023-11-13,1378.2900390625,1378.2900390625,1386.8599853515625,1355.030029296875,1374.0,230700.0
2023-11-14,1430.510009765625,1430.510009765625,1466.9200439453125,1419.27001953125,1423.219970703125,469800.0
2023-11-15,1442.550048828125,1442.550048828125,1462.1800537109375,1435.050048828125,1445.0,322000.0
2023-11-16,1469.550048828125,1469.550048828125,1485.949951171875,1430.8800048828125,1431.7900390625,422200.0
2023-11-17,1448.0,1448.0,1484.9000244140625,1444.56005859375,1471.9100341796875,503900.0
2023-11-20,1481.989990234375,1481.989990234375,1484.010009765625,1450.31005859375,1475.800048828125,413100.0
2023-11-21,1495.47998046875,1495.47998046875,1503.800048828125,1470.3199462890625,1471.0699462890625,352500.0
2023-11-22,1525.0,1525.0,1542.449951171875,1503.1800537109375,1503.800048828125,448500.0
2023-11-24,1535.5,1535.5,1549.0,1522.1300048828125,1522.219970703125,281000.0
2023-11-27,1599.2099609375,1599.2099609375,1608.949951171875,1545.949951171875,1550.0,681100.0
2023-11-28,1589.0899658203125,1589.0899658203125,1605.5,1579.4200439453125,1598.3199462890625,635900.0
2023-11-29,1610.5799560546875,1610.5799560546875,1615.469970703125,1592.9200439453125,1602.0,425100.0
2023-11-30,1620.4599609375,1620.4599609375,1625.239990234375,1574.3699951171875,1605.31005859375,488900.0
2023-12-01,1652.010009765625,1652.010009765625,1660.0,1607.75,1609.3299560546875,377700.0
2023-12-04,1599.6300048828125,1599.6300048828125,1645.0,1590.0,1638.0699462890625,574100.0
2023-12-05,1584.5999755859375,1584.5999755859375,1595.4100341796875,1570.239990234375,1582.75,543500.0
2023-12-06,1569.25,1569.25,1598.4599609375,1564.2099609375,1598.4599609375,277600.0
2023-12-07,1590.93994140625,1590.93994140625,1592.81005859375,1567.050048828125,1576.4599609375,260400.0
2023-12-08,1577.97998046875,1577.97998046875,1594.010009765625,1573.0,1577.68994140625,336600.0
2023-12-11,1614.699951171875,1614.699951171875,1631.75,1571.02001953125,1575.1300048828125,346100.0
2023-12-12,1616.9200439453125,1616.9200439453125,1618.0699462890625,1590.0,1611.0,311600.0
2023-12-13,1612.1600341796875,1612.1600341796875,1622.1600341796875,1582.010009765625,1612.8699951171875,346500.0
2023-12-14,1603.510009765625,1603.510009765625,1631.0899658203125,1571.0,1626.800048828125,540600.0
2023-12-15,1606.18994140625,1606.18994140625,1626.6700439453125,1598.010009765625,1603.510009765625,505800.0
2023-12-18,1619.5699462890625,1619.5699462890625,1629.9200439453125,1602.6800537109375,1605.0,264400.0
2023-12-19,1629.989990234375,1629.989990234375,1653.4200439453125,1620.0,1620.0,333300.0
2023-12-20,1597.43994140625,1597.43994140625,1643.5,1595.739990234375,1625.1099853515625,324300.0
2023-12-21,1598.3299560546875,1598.3299560546875,1621.469970703125,1581.6500244140625,1617.3900146484375,398500.0
2023-12-22,1589.0799560546875,1589.0799560546875,1593.0,1575.5699462890625,1593.0,301300.0
2023-12-26,1576.6400146484375,1576.6400146484375,1598.0,1568.0899658203125,1597.9000244140625,191000.0
2023-12-27,1590.8800048828125,1590.8800048828125,1598.0,1576.8199462890625,1576.8199462890625,200500.0
2023-12-28,1581.5999755859375,1581.5999755859375,1593.3599853515625,1580.6199951171875,1590.8800048828125,143300.0
2023-12-29,1571.5400390625,1571.5400390625,1589.800048828125,1565.010009765625,1581.5999755859375,180200.0
2024-01-02,1529.1600341796875,1529.1600341796875,1562.6099853515625,1518.1199951171875,1562.6099853515625,350200.0
2024-01-03,1500.0,1500.0,1523.18994140625,1497.9000244140625,1515.010009765625,272400.0
2024-01-04,1519.3800048828125,1519.3800048828125,1543.0699462890625,1483.6400146484375,1489.52001953125,436400.0
2024-01-05,1538.8299560546875,1538.8299560546875,1559.6600341796875,1527.0799560546875,1527.0799560546875,317400.0
2024-01-08,1575.5999755859375,1575.5999755859375,1579.3800048828125,1548.1800537109375,1548.1800537109375,278600.0
2024-01-09,1573.3399658203125,1573.3399658203125,1582.8699951171875,1563.5799560546875,1563.5799560546875,189300.0
2024-01-10,1598.1600341796875,1598.1600341796875,1610.280029296875,1581.2900390625,1585.0,231500.0
2024-01-11,1591.6800537109375,1591.6800537109375,1620.0,1573.4200439453125,1605.31005859375,263400.0
2024-01-12,1658.5799560546875,1658.5799560546875,1678.0,1596.0400390625,1610.0,444300.0
2024-01-16,1672.6700439453125,1672.6700439453125,1685.719970703125,1653.469970703125,1658.5799560546875,364500.0
2024-01-17,1635.280029296875,1635.280029296875,1669.030029296875,1615.27001953125,1663.5999755859375,312600.0
2024-01-18,1661.97998046875,1661.97998046875,1672.43994140625,1643.93994140625,1646.0,424300.0
2024-01-19,1726.18994140625,1726.18994140625,1735.7900390625,1665.300048828125,1670.0,684000.0
2024-01-22,1756.300048828125,1756.300048828125,1769.199951171875,1738.4100341796875,1748.449951171875,592500.0
2024-01-23,1759.9100341796875,1759.9100341796875,1769.81005859375,1750.0,1767.6500244140625,281300.0
2024-01-24,1762.699951171875,1762.699951171875,1799.27001953125,1756.800048828125,1770.6600341796875,337100.0
2024-01-25,1738.800048828125,1738.800048828125,1773.7099609375,1722.0,1768.6600341796875,316600.0
2024-01-26,1795.800048828125,1795.800048828125,1798.6800537109375,1727.739990234375,1741.0,382700.0
2024-01-29,1777.4300537109375,1777.4300537109375,1800.0899658203125,1760.1500244140625,1796.97998046875,359600.0
2024-01-30,1735.300048828125,1735.300048828125,1762.530029296875,1733.8599853515625,1760.0,300400.0
2024-01-31,1711.81005859375,1711.81005859375,1736.0,1705.300048828125,1715.0,295800.0
2024-02-01,1748.280029296875,1748.280029296875,1759.9599609375,1730.300048828125,1751.8299560546875,250700.0
2024-02-02,1772.9000244140625,1772.9000244140625,1783.510009765625,1726.3199462890625,1727.0799560546875,304900.0
2024-02-05,1774.75,1774.75,1778.969970703125,1752.06005859375,1769.8199462890625,200400.0
2024-02-06,1710.3900146484375,1710.3900146484375,1772.6099853515625,1676.010009765625,1770.0,704200.0
2024-02-07,1713.8699951171875,1713.8699951171875,1734.9200439453125,1704.3699951171875,1718.449951171875,442800.0
2024-02-08,1732.8299560546875,1732.8299560546875,1743.780029296875,1712.6500244140625,1729.3299560546875,297600.0
2024-02-09,1742.260009765625,1742.260009765625,1775.010009765625,1740.0999755859375,1757.510009765625,379800.0
2024-02-12,1733.22998046875,1733.22998046875,1767.0,1727.8299560546875,1740.1800537109375,242100.0
2024-02-13,1706.239990234375,1706.239990234375,1729.8800048828125,1669.010009765625,1682.219970703125,325100.0
2024-02-14,1746.3699951171875,1746.3699951171875,1746.47998046875,1703.5,1721.719970703125,290500.0
2024-02-15,1771.8299560546875,1771.8299560546875,1773.02001953125,1742.3199462890625,1760.0,300300.0
2024-02-16,1768.780029296875,1768.780029296875,1792.5699462890625,1750.300048828125,1772.6600341796875,354200.0
2024-02-20,1740.010009765625,1740.010009765625,1768.780029296875,1729.0,1746.989990234375,371900.0
2024-02-21,1737.77001953125,1737.77001953125,1752.6099853515625,1711.3499755859375,1740.2099609375,325700.0
2024-02-22,1817.97998046875,1817.97998046875,1825.0,1760.3499755859375,1767.6400146484375,711900.0
2024-02-23,1629.3199462890625,1629.3199462890625,1670.0,1577.0,1670.0,1858200.0
2024-02-26,1610.1300048828125,1610.1300048828125,1667.8499755859375,1600.449951171875,1625.010009765625,631600.0
2024-02-27,1607.43994140625,1607.43994140625,1630.550048828125,1590.1800537109375,1630.550048828125,480500.0
2024-02-28,1579.489990234375,1579.489990234375,1600.68994140625,1577.77001953125,1596.0,330200.0
2024-02-29,1595.300048828125,1595.300048828125,1614.8499755859375,1584.1300048828125,1593.949951171875,519400.0
2024-03-01,1612.75,1612.75,1614.9000244140625,1579.43994140625,1605.06005859375,379100.0
2024-03-04,1560.0799560546875,1560.0799560546875,1612.3399658203125,1552.7900390625,1611.1099853515625,543500.0
2024-03-05,1527.2900390625,1527.2900390625,1562.199951171875,1508.1300048828125,1550.0,481100.0
2024-03-06,1525.5899658203125,1525.5899658203125,1557.1500244140625,1504.219970703125,1550.75,672500.0
2024-03-07,1529.93994140625,1529.93994140625,1543.0,1510.0,1541.4300537109375,348800.0
2024-03-08,1512.5,1512.5,1552.989990234375,1511.510009765625,1528.0,378900.0
2024-03-11,1547.3199462890625,1547.3199462890625,1550.5899658203125,1516.02001953125,1525.6500244140625,385700.0
2024-03-12,1545.56005859375,1545.56005859375,1575.0,1530.449951171875,1553.1099853515625,314500.0
2024-03-13,1550.6199951171875,1550.6199951171875,1558.760009765625,1529.9599609375,1546.0,300700.0
2024-03-14,1561.27001953125,1561.27001953125,1583.489990234375,1547.449951171875,1555.6600341796875,333000.0
2024-03-15,1499.510009765625,1499.510009765625,1567.5,1496.4100341796875,1560.2099609375,631800.0
2024-03-18,1509.050048828125,1509.050048828125,1529.6099853515625,1500.7900390625,1524.81005859375,300900.0
2024-03-19,1519.43994140625,1519.43994140625,1523.449951171875,1480.0400390625,1502.760009765625,296000.0
2024-03-20,1528.8399658203125,1528.8399658203125,1534.260009765625,1495.6500244140625,1524.3199462890625,324500.0
2024-03-21,1555.68994140625,1555.68994140625,1581.0,1538.0699462890625,1538.0699462890625,497900.0
2024-03-22,1571.989990234375,1571.989990234375,1577.010009765625,1537.8599853515625,1557.300048828125,266400.0
2024-03-25,1550.0699462890625,1550.0699462890625,1569.9100341796875,1533.780029296875,1568.050048828125,269100.0
2024-03-26,1537.4599609375,1537.4599609375,1564.0,1532.6800537109375,1558.010009765625,327500.0
2024-03-27,1522.6500244140625,1522.6500244140625,1552.800048828125,1503.050048828125,1552.800048828125,288400.0
2024-03-28,1511.9599609375,1511.9599609375,1534.1400146484375,1509.3399658203125,1522.6500244140625,261900.0
2024-04-01,1528.949951171875,1528.949951171875,1540.97998046875,1518.760009765625,1527.25,326700.0
2024-04-02,1512.510009765625,1512.510009765625,1516.3199462890625,1490.0999755859375,1504.2099609375,228100.0
2024-04-03,1504.97998046875,1504.97998046875,1521.1500244140625,1492.300048828125,1500.199951171875,205700.0
2024-04-04,1487.81005859375,1487.81005859375,1531.1500244140625,1486.5400390625,1524.1199951171875,252000.0
2024-04-05,1501.719970703125,1501.719970703125,1507.0,1486.030029296875,1495.1300048828125,291700.0
2024-04-08,1488.5799560546875,1488.5799560546875,1513.97998046875,1488.0,1513.25,230600.0
2024-04-09,1495.010009765625,1495.010009765625,1503.0,1478.6199951171875,1492.3699951171875,255300.0
2024-04-10,1478.0,1478.0,1491.8599853515625,1463.489990234375,1474.8499755859375,251600.0
2024-04-11,1507.56005859375,1507.56005859375,1509.02001953125,1479.0,1486.0,286800.0
2024-04-12,1444.1400146484375,1444.1400146484375,1517.1400146484375,1442.8900146484375,1495.18994140625,539400.0
2024-04-15,1415.8800048828125,1415.8800048828125,1495.300048828125,1400.8299560546875,1466.3900146484375,627100.0
2024-04-16,1397.8800048828125,1397.8800048828125,1419.8499755859375,1396.68994140625,1418.0,364700.0
2024-04-17,1397.8599853515625,1397.8599853515625,1414.18994140625,1389.0,1404.4000244140625,448600.0
2024-04-18,1370.25,1370.25,1398.8900146484375,1366.9300537109375,1388.949951171875,391400.0
2024-04-19,1356.4300537109375,1356.4300537109375,1379.1300048828125,1344.31005859375,1379.1300048828125,359400.0
2024-04-22,1368.22998046875,1368.22998046875,1370.3399658203125,1324.989990234375,1364.219970703125,389300.0
2024-04-23,1395.0,1395.0,1408.1800537109375,1367.280029296875,1390.0,418100.0
2024-04-24,1370.0,1370.0,1399.699951171875,1360.0,1384.8699951171875,301300.0
2024-04-25,1363.8299560546875,1363.8299560546875,1369.0799560546875,1341.0,1350.0,211300.0
2024-04-26,1406.0,1406.0,1416.760009765625,1376.68994140625,1380.0,443300.0
2024-04-29,1438.3599853515625,1438.3599853515625,1446.43994140625,1419.8599853515625,1430.0,334300.0
2024-04-30,1458.699951171875,1458.699951171875,1485.239990234375,1433.02001953125,1438.3599853515625,548000.0
2024-05-01,1456.510009765625,1456.510009765625,1483.6300048828125,1427.949951171875,1446.3699951171875,526300.0
2024-05-02,1505.989990234375,1505.989990234375,1506.25,1444.0999755859375,1463.3800048828125,696000.0
2024-05-03,1630.56005859375,1630.56005859375,1680.0,1617.0,1620.0,1346800.0
2024-05-06,1653.8499755859375,1653.8499755859375,1694.0400390625,1633.3199462890625,1642.2099609375,601900.0
2024-05-07,1688.68994140625,1688.68994140625,1702.68994140625,1640.22998046875,1652.93994140625,497000.0
2024-05-08,1716.780029296875,1716.780029296875,1731.3800048828125,1663.3699951171875,1665.0,485300.0
2024-05-09,1695.4000244140625,1695.4000244140625,1718.0,1685.0,1718.0,473900.0
2024-05-10,1693.969970703125,1693.969970703125,1710.6400146484375,1681.5400390625,1700.0,230100.0
2024-05-13,1677.3399658203125,1677.3399658203125,1710.0,1671.0,1710.0,247900.0
2024-05-14,1683.9100341796875,1683.9100341796875,1706.0,1655.949951171875,1670.010009765625,323000.0
2024-05-15,1718.5,1718.5,1730.5,1682.9000244140625,1703.219970703125,254200.0
2024-05-16,1739.1500244140625,1739.1500244140625,1752.1700439453125,1721.010009765625,1728.0,338600.0
