Date,Adj Close,Close,High,Low,Open,Volume
2024-03-15,1211.81005859375,1211.81005859375,1213.6300048828125,1181.0,1188.0999755859375,333000.0
2024-03-18,1222.739990234375,1222.739990234375,1254.989990234375,1216.3399658203125,1217.969970703125,176300.0
2024-03-19,1235.6300048828125,1235.6300048828125,1239.72998046875,1210.0,1216.8199462890625,155300.0
2024-03-20,1245.4000244140625,1245.4000244140625,1247.1300048828125,1228.02001953125,1243.3800048828125,101900.0
2024-03-21,1280.02001953125,1280.02001953125,1287.4599609375,1241.4100341796875,1258.760009765625,135100.0
2024-03-22,1276.739990234375,1276.739990234375,1286.0,1264.0999755859375,1280.0,205600.0
2024-03-25,1266.6099853515625,1266.6099853515625,1276.739990234375,1260.18994140625,1276.739990234375,115900.0
2024-03-26,1282.469970703125,1282.469970703125,1290.1300048828125,1271.300048828125,1277.18994140625,137100.0
2024-03-27,1258.510009765625,1258.510009765625,1307.97998046875,1255.02001953125,1292.0,144700.0
2024-03-28,1249.6099853515625,1249.6099853515625,1276.47998046875,1248.5699462890625,1259.1099853515625,151700.0
2024-04-01,1254.3699951171875,1254.3699951171875,1265.739990234375,1247.9300537109375,1249.6099853515625,121100.0
2024-04-02,1247.2900390625,1247.2900390625,1247.4599609375,1224.81005859375,1233.5799560546875,141700.0
2024-04-03,1248.550048828125,1248.550048828125,1261.739990234375,1229.6099853515625,1229.6099853515625,101800.0
2024-04-04,1219.8499755859375,1219.8499755859375,1266.8599853515625,1214.8900146484375,1260.6099853515625,114100.0
2024-04-05,1231.6500244140625,1231.6500244140625,1243.4000244140625,1221.8900146484375,1221.8900146484375,80300.0
2024-04-08,1238.8800048828125,1238.8800048828125,1244.0400390625,1222.4599609375,1232.31005859375,96400.0
2024-04-09,1219.0799560546875,1219.0799560546875,1246.449951171875,1209.5400390625,1246.449951171875,115400.0
2024-04-10,1181.22998046875,1181.22998046875,1211.260009765625,1177.6099853515625,1200.0,179100.0
2024-04-11,1191.6800537109375,1191.6800537109375,1199.6700439453125,1180.25,1187.1300048828125,108200.0
2024-04-12,1175.6099853515625,1175.6099853515625,1183.72998046875,1166.5,1168.8900146484375,118200.0
2024-04-15,1150.52001953125,1150.52001953125,1197.8399658203125,1145.6199951171875,1185.2099609375,182600.0
2024-04-16,1152.699951171875,1152.699951171875,1153.9200439453125,1130.8599853515625,1151.27001953125,163200.0
2024-04-17,1153.280029296875,1153.280029296875,1169.9200439453125,1144.8699951171875,1157.25,175700.0
2024-04-18,1162.25,1162.25,1203.0,1147.06005859375,1163.280029296875,214700.0
2024-04-19,1130.06005859375,1130.06005859375,1165.6400146484375,1121.8800048828125,1165.6400146484375,156400.0
2024-04-22,1150.6600341796875,1150.6600341796875,1157.1600341796875,1136.6400146484375,1142.47998046875,233500.0
2024-04-23,1188.18994140625,1188.18994140625,1188.4000244140625,1155.010009765625,1155.010009765625,275300.0
2024-04-24,1193.030029296875,1193.030029296875,1218.1199951171875,1178.0699462890625,1197.6700439453125,177900.0
2024-04-25,1193.6600341796875,1193.6600341796875,1211.77001953125,1168.8299560546875,1175.7900390625,218900.0
2024-04-26,1110.8499755859375,1110.8499755859375,1159.81005859375,1105.6500244140625,1136.8299560546875,440700.0
2024-04-29,1143.06005859375,1143.06005859375,1145.47998046875,1112.6500244140625,1116.4000244140625,317400.0
2024-04-30,1133.3299560546875,1133.3299560546875,1157.97998046875,1131.030029296875,1143.0,210600.0
2024-05-01,1140.72998046875,1140.72998046875,1178.5999755859375,1134.06005859375,1138.030029296875,244800.0
2024-05-02,1165.3499755859375,1165.3499755859375,1166.530029296875,1134.8599853515625,1155.6400146484375,166200.0
2024-05-03,1193.010009765625,1193.010009765625,1204.5400390625,1176.4300537109375,1182.3399658203125,182900.0
2024-05-06,1242.6300048828125,1242.6300048828125,1242.6400146484375,1204.030029296875,1205.780029296875,207700.0
2024-05-07,1240.6199951171875,1240.6199951171875,1244.1800537109375,1229.2900390625,1240.0999755859375,163600.0
2024-05-08,1251.43994140625,1251.43994140625,1262.969970703125,1238.68994140625,1241.0,132800.0
2024-05-09,1286.780029296875,1286.780029296875,1288.52001953125,1240.31005859375,1251.43994140625,200900.0
2024-05-10,1328.6099853515625,1328.6099853515625,1358.219970703125,1293.0,1293.0,436400.0
2024-05-13,1332.530029296875,1332.530029296875,1342.449951171875,1322.3199462890625,1331.02001953125,244600.0
2024-05-14,1353.9300537109375,1353.9300537109375,1355.3299560546875,1324.300048828125,1333.1199951171875,208200.0
2024-05-15,1368.1600341796875,1368.1600341796875,1397.7900390625,1364.5799560546875,1365.93994140625,260200.0
2024-05-16,1404.4300537109375,1404.4300537109375,1412.3599853515625,1366.1600341796875,1374.8599853515625,356900.0
2024-05-17,1411.3499755859375,1411.3499755859375,1415.949951171875,1388.0,1415.949951171875,246600.0
2024-05-20,1446.280029296875,1446.280029296875,1451.780029296875,1422.3499755859375,1423.489990234375,259400.0
2024-05-21,1374.800048828125,1374.800048828125,1443.68994140625,1367.02001953125,1443.68994140625,368600.0
2024-05-22,1366.6400146484375,1366.6400146484375,1393.4200439453125,1366.06005859375,1374.7099609375,192900.0
2024-05-23,1353.1800537109375,1353.1800537109375,1381.3499755859375,1353.0899658203125,1381.3499755859375,237100.0
2024-05-24,1384.6400146484375,1384.6400146484375,1387.8399658203125,1346.25,1356.18994140625,171500.0
2024-05-28,1385.1300048828125,1385.1300048828125,1390.0,1364.3399658203125,1380.1600341796875,188500.0
2024-05-29,1356.300048828125,1356.300048828125,1386.550048828125,1354.3299560546875,1374.219970703125,131500.0
2024-05-30,1302.6600341796875,1302.6600341796875,1342.3800048828125,1293.68994140625,1341.56005859375,196800.0
2024-05-31,1289.9300537109375,1289.9300537109375,1305.1500244140625,1266.719970703125,1304.31005859375,332800.0
2024-06-03,1293.8199462890625,1293.8199462890625,1294.93994140625,1274.550048828125,1288.6700439453125,143900.0
2024-06-04,1302.739990234375,1302.739990234375,1310.9100341796875,1285.27001953125,1290.4599609375,98900.0
2024-06-05,1351.0699462890625,1351.0699462890625,1351.949951171875,1309.5699462890625,1312.3299560546875,107300.0
2024-06-06,1329.8800048828125,1329.8800048828125,1364.219970703125,1329.1099853515625,1351.969970703125,119600.0
2024-06-07,1310.3199462890625,1310.3199462890625,1332.9300537109375,1307.1199951171875,1332.9300537109375,100600.0
2024-06-10,1310.1500244140625,1310.1500244140625,1325.719970703125,1298.27001953125,1307.6800537109375,125900.0
2024-06-11,1315.3299560546875,1315.3299560546875,1322.18994140625,1287.989990234375,1298.6400146484375,77100.0
2024-06-12,1378.3599853515625,1378.3599853515625,1390.5400390625,1331.8599853515625,1332.1500244140625,183700.0
2024-06-13,1379.010009765625,1379.010009765625,1389.8699951171875,1358.239990234375,1378.4000244140625,94700.0
2024-06-14,1390.5899658203125,1390.5899658203125,1393.25,1365.0,1374.2900390625,111700.0
2024-06-17,1409.9599609375,1409.9599609375,1410.6099853515625,1370.280029296875,1386.5799560546875,119100.0
2024-06-18,1421.800048828125,1421.800048828125,1439.93994140625,1411.1500244140625,1411.6500244140625,214400.0
2024-06-20,1412.760009765625,1412.760009765625,1428.6099853515625,1401.6700439453125,1428.25,138300.0
2024-06-21,1436.1099853515625,1436.1099853515625,1436.43994140625,1406.3800048828125,1418.22998046875,235300.0
2024-06-24,1441.5,1441.5,1444.81005859375,1410.6600341796875,1429.22998046875,253200.0
2024-06-25,1457.2900390625,1457.2900390625,1462.8900146484375,1442.4100341796875,1445.3699951171875,183400.0
2024-06-26,1470.0,1470.0,1475.56005859375,1443.6800537109375,1448.93994140625,177300.0
2024-06-27,1477.510009765625,1477.510009765625,1497.9100341796875,1469.9599609375,1477.530029296875,150400.0
2024-06-28,1488.6600341796875,1488.6600341796875,1518.27001953125,1480.2900390625,1480.2900390625,340300.0
2024-07-01,1496.510009765625,1496.510009765625,1504.280029296875,1454.4100341796875,1495.199951171875,143600.0
2024-07-02,1529.3800048828125,1529.3800048828125,1529.6199951171875,1487.699951171875,1496.0,292400.0
2024-07-03,1530.06005859375,1530.06005859375,1541.3699951171875,1518.4599609375,1531.0,71800.0
2024-07-05,1551.550048828125,1551.550048828125,1555.06005859375,1527.010009765625,1541.5799560546875,108500.0
2024-07-08,1530.06005859375,1530.06005859375,1549.3900146484375,1522.219970703125,1549.22998046875,161700.0
2024-07-09,1568.06005859375,1568.06005859375,1575.010009765625,1536.0799560546875,1549.1800537109375,317300.0
2024-07-10,1534.0899658203125,1534.0899658203125,1569.8399658203125,1496.1800537109375,1569.8399658203125,198200.0
2024-07-11,1567.52001953125,1567.52001953125,1567.6199951171875,1535.760009765625,1535.760009765625,146200.0
2024-07-12,1588.52001953125,1588.52001953125,1605.68994140625,1571.3800048828125,1571.3800048828125,119800.0
2024-07-15,1590.030029296875,1590.030029296875,1609.449951171875,1579.1400146484375,1593.4200439453125,187300.0
2024-07-16,1614.77001953125,1614.77001953125,1620.5,1594.510009765625,1596.0,109000.0
2024-07-17,1602.800048828125,1602.800048828125,1627.1099853515625,1594.8299560546875,1616.8800048828125,201100.0
2024-07-18,1584.760009765625,1584.760009765625,1635.6800537109375,1575.510009765625,1608.010009765625,152400.0
2024-07-19,1590.7900390625,1590.7900390625,1623.8199462890625,1588.3399658203125,1594.1099853515625,191300.0
2024-07-22,1632.1700439453125,1632.1700439453125,1643.550048828125,1597.8199462890625,1597.8199462890625,155700.0
2024-07-23,1628.1199951171875,1628.1199951171875,1658.030029296875,1625.449951171875,1635.47998046875,159600.0
2024-07-24,1559.239990234375,1559.239990234375,1626.2900390625,1553.7099609375,1621.800048828125,159800.0
2024-07-25,1576.9300537109375,1576.9300537109375,1591.47998046875,1551.93994140625,1570.6500244140625,111800.0
2024-07-26,1605.93994140625,1605.93994140625,1612.5699462890625,1579.4200439453125,1579.4200439453125,131700.0
2024-07-29,1588.719970703125,1588.719970703125,1615.449951171875,1586.989990234375,1612.5999755859375,201200.0
2024-07-30,1588.5,1588.5,1621.969970703125,1581.9200439453125,1599.97998046875,180700.0
2024-07-31,1600.0,1600.0,1630.0,1592.27001953125,1617.1400146484375,253300.0
2024-08-01,1578.949951171875,1578.949951171875,1668.6300048828125,1528.4300537109375,1554.6800537109375,261700.0
2024-08-02,1600.3800048828125,1600.3800048828125,1602.489990234375,1537.3900146484375,1547.0999755859375,144700.0
2024-08-05,1581.8199462890625,1581.8199462890625,1607.0799560546875,1544.989990234375,1554.5999755859375,136400.0
2024-08-06,1654.989990234375,1654.989990234375,1677.010009765625,1589.9200439453125,1599.8900146484375,286200.0
2024-08-07,1668.6300048828125,1668.6300048828125,1708.5999755859375,1659.0,1678.25,191600.0
2024-08-08,1717.1199951171875,1717.1199951171875,1720.5999755859375,1673.030029296875,1683.9300537109375,135300.0
2024-08-09,1752.25,1752.25,1759.760009765625,1714.010009765625,1720.0,215900.0
2024-08-12,1720.0,1720.0,1755.800048828125,1710.4100341796875,1755.800048828125,144000.0
2024-08-13,1774.6600341796875,1774.6600341796875,1776.3199462890625,1734.3800048828125,1734.3800048828125,119500.0
2024-08-14,1809.75,1809.75,1812.6700439453125,1777.0,1777.0,149700.0
2024-08-15,1733.7900390625,1733.7900390625,1818.02001953125,1731.6700439453125,1818.02001953125,291800.0
2024-08-16,1751.699951171875,1751.699951171875,1762.56005859375,1707.9300537109375,1726.9300537109375,153000.0
2024-08-19,1753.699951171875,1753.699951171875,1761.18994140625,1738.8699951171875,1747.0999755859375,138000.0
2024-08-20,1750.0,1750.0,1766.5400390625,1744.72998046875,1760.1500244140625,148100.0
2024-08-21,1751.5999755859375,1751.5999755859375,1759.7099609375,1732.9200439453125,1745.030029296875,97000.0
2024-08-22,1737.1600341796875,1737.1600341796875,1760.8800048828125,1732.8499755859375,1758.0899658203125,80900.0
2024-08-23,1745.3800048828125,1745.3800048828125,1756.449951171875,1732.3599853515625,1747.9300537109375,72900.0
2024-08-26,1706.27001953125,1706.27001953125,1749.0899658203125,1706.27001953125,1743.199951171875,189000.0
2024-08-27,1714.9000244140625,1714.9000244140625,1717.5,1688.3499755859375,1701.550048828125,201000.0
2024-08-28,1722.3499755859375,1722.3499755859375,1725.1700439453125,1702.030029296875,1723.3699951171875,105300.0
2024-08-29,1713.2900390625,1713.2900390625,1750.3499755859375,1710.050048828125,1730.0,126300.0
2024-08-30,1730.27001953125,1730.27001953125,1730.27001953125,1696.8699951171875,1722.8399658203125,119500.0
2024-09-03,1688.4100341796875,1688.4100341796875,1769.02001953125,1679.5400390625,1730.6099853515625,183100.0
2024-09-04,1751.25,1751.25,1758.780029296875,1677.469970703125,1677.469970703125,158600.0
2024-09-05,1757.1400146484375,1757.1400146484375,1759.6300048828125,1727.0699462890625,1742.199951171875,98900.0
2024-09-06,1734.010009765625,1734.010009765625,1779.0,1732.1199951171875,1771.0999755859375,156300.0
2024-09-09,1776.489990234375,1776.489990234375,1795.199951171875,1749.030029296875,1749.030029296875,144400.0
2024-09-10,1797.280029296875,1797.280029296875,1798.6099853515625,1760.8299560546875,1783.780029296875,100300.0
2024-09-11,1834.22998046875,1834.22998046875,1836.77001953125,1764.010009765625,1792.0,133800.0
2024-09-12,1862.0799560546875,1862.0799560546875,1863.43994140625,1822.239990234375,1840.75,110800.0
2024-09-13,1868.9599609375,1868.9599609375,1886.22998046875,1858.5,1868.2900390625,132500.0
2024-09-16,1894.97998046875,1894.97998046875,1895.0799560546875,1862.9599609375,1865.0,109700.0
2024-09-17,1884.449951171875,1884.449951171875,1907.489990234375,1868.25,1894.47998046875,170700.0
2024-09-18,1900.3299560546875,1900.3299560546875,1915.0,1876.8599853515625,1885.3399658203125,129000.0
2024-09-19,1929.2099609375,1929.2099609375,1946.800048828125,1917.469970703125,1935.97998046875,122300.0
2024-09-20,1934.6300048828125,1934.6300048828125,1951.4000244140625,1923.949951171875,1925.1700439453125,294800.0
2024-09-23,1947.3800048828125,1947.3800048828125,1962.8299560546875,1939.8199462890625,1949.510009765625,111100.0
2024-09-24,1916.9000244140625,1916.9000244140625,1950.0400390625,1911.219970703125,1950.0400390625,133800.0
2024-09-25,1909.8499755859375,1909.8499755859375,1934.75,1907.4100341796875,1916.9000244140625,108200.0
2024-09-26,1923.81005859375,1923.81005859375,1928.5999755859375,1910.0,1926.8699951171875,116400.0
2024-09-27,1919.6500244140625,1919.6500244140625,1925.530029296875,1908.8699951171875,1923.1099853515625,107600.0
2024-09-30,1943.52001953125,1943.52001953125,1946.75,1917.27001953125,1921.6099853515625,91600.0
2024-10-01,1915.68994140625,1915.68994140625,1962.9599609375,1906.0,1953.5699462890625,184500.0
2024-10-02,1938.1600341796875,1938.1600341796875,1944.7900390625,1902.97998046875,1907.56005859375,106400.0
2024-10-03,1935.949951171875,1935.949951171875,1941.780029296875,1918.5999755859375,1938.0,109500.0
2024-10-04,1913.3800048828125,1913.3800048828125,1948.2900390625,1886.199951171875,1941.4300537109375,121500.0
2024-10-07,1955.0,1955.0,1975.9000244140625,1918.550048828125,1920.75,138800.0
2024-10-08,1989.5799560546875,1989.5799560546875,1996.239990234375,1968.31005859375,1973.1099853515625,132500.0
2024-10-09,2024.989990234375,2024.989990234375,2043.5999755859375,2000.0,2000.0,114900.0
2024-10-10,1984.52001953125,1984.52001953125,2010.0,1976.739990234375,2008.280029296875,163100.0
2024-10-11,2031.0,2031.0,2031.0,1991.199951171875,1998.3900146484375,203600.0
2024-10-14,2068.909912109375,2068.909912109375,2085.199951171875,2042.3900146484375,2051.31005859375,118300.0
2024-10-15,2061.050048828125,2061.050048828125,2103.699951171875,2057.199951171875,2090.0,123000.0
2024-10-16,2051.780029296875,2051.780029296875,2055.9599609375,2036.0,2050.300048828125,118500.0
2024-10-17,2038.949951171875,2038.949951171875,2060.010009765625,2012.3499755859375,2056.2900390625,115700.0
2024-10-18,1973.4599609375,1973.4599609375,2041.0899658203125,1969.699951171875,2041.0899658203125,206200.0
2024-10-21,1994.449951171875,1994.449951171875,1998.2900390625,1961.0,1964.6199951171875,185900.0
2024-10-22,2027.8199462890625,2027.8199462890625,2045.9000244140625,1978.7900390625,1978.7900390625,220100.0
2024-10-23,1998.6600341796875,1998.6600341796875,2020.18994140625,1991.530029296875,2020.18994140625,200400.0
2024-10-24,1994.050048828125,1994.050048828125,2024.4300537109375,1993.0999755859375,2020.6199951171875,190400.0
2024-10-25,1999.969970703125,1999.969970703125,2025.9200439453125,1989.0899658203125,2015.0799560546875,139800.0
2024-10-28,1996.8800048828125,1996.8800048828125,2018.6700439453125,1996.5,2012.43994140625,100800.0
2024-10-29,2021.8599853515625,2021.8599853515625,2023.3900146484375,2000.8499755859375,2000.8499755859375,151000.0
2024-10-30,2006.989990234375,2006.989990234375,2034.4599609375,2000.199951171875,2007.219970703125,100800.0
2024-10-31,1993.1099853515625,1993.1099853515625,2026.5899658203125,1993.0899658203125,2000.0,123200.0
2024-11-01,1988.9100341796875,1988.9100341796875,2011.8699951171875,1985.3800048828125,1995.25,128300.0
2024-11-04,1990.93994140625,1990.93994140625,1999.6199951171875,1978.4000244140625,1986.300048828125,139500.0
2024-11-05,2009.75,2009.75,2023.1300048828125,1989.1099853515625,1992.0,124400.0
2024-11-06,2090.6298828125,2090.6298828125,2098.340087890625,2042.47998046875,2059.0,233700.0
2024-11-07,2176.10009765625,2176.10009765625,2188.929931640625,2036.6500244140625,2123.840087890625,344200.0
2024-11-08,2332.2900390625,2332.2900390625,2351.97998046875,2203.5,2203.5,275900.0
2024-11-11,2350.0,2350.0,2359.77001953125,2316.360107421875,2355.610107421875,152600.0
2024-11-12,2348.10009765625,2348.10009765625,2369.050048828125,2324.2900390625,2350.0,148100.0
2024-11-13,2348.449951171875,2348.449951171875,2402.52001953125,2342.6201171875,2348.22998046875,135100.0
2024-11-14,2323.169921875,2323.169921875,2364.3798828125,2305.300048828125,2344.52001953125,82900.0
2024-11-15,2261.0,2261.0,2295.050048828125,2246.320068359375,2295.050048828125,185700.0
2024-11-18,2272.31005859375,2272.31005859375,2305.300048828125,2250.260009765625,2261.0,98000.0
2024-11-19,2284.429931640625,2284.429931640625,2304.52001953125,2252.27001953125,2252.27001953125,130300.0
2024-11-20,2309.60009765625,2309.60009765625,2310.070068359375,2232.3798828125,2292.5,102200.0
2024-11-21,2337.830078125,2337.830078125,2353.010009765625,2297.530029296875,2317.199951171875,95200.0
2024-11-22,2355.35009765625,2355.35009765625,2377.739990234375,2324.320068359375,2348.3798828125,90200.0
2024-11-25,2360.219970703125,2360.219970703125,2383.429931640625,2329.93994140625,2362.2099609375,283500.0
2024-11-26,2382.39990234375,2382.39990234375,2390.449951171875,2352.409912109375,2354.639892578125,202600.0
2024-11-27,2354.0,2354.0,2382.39990234375,2329.280029296875,2382.39990234375,94100.0
2024-11-29,2375.030029296875,2375.030029296875,2387.199951171875,2361.360107421875,2376.679931640625,80800.0
2024-12-02,2332.110107421875,2332.110107421875,2376.669921875,2315.010009765625,2376.669921875,119400.0
2024-12-03,2345.320068359375,2345.320068359375,2345.669921875,2302.570068359375,2313.300048828125,270600.0
2024-12-04,2375.830078125,2375.830078125,2400.0,2356.909912109375,2356.909912109375,128300.0
2024-12-05,2367.159912109375,2367.159912109375,2398.27001953125,2351.14990234375,2391.64990234375,153000.0
2024-12-06,2371.830078125,2371.830078125,2400.0,2360.64990234375,2368.0,110000.0
2024-12-09,2227.110107421875,2227.110107421875,2361.830078125,2206.699951171875,2353.820068359375,189000.0
2024-12-10,2172.68994140625,2172.68994140625,2250.449951171875,2162.22998046875,2232.97998046875,270800.0
2024-12-11,2196.050048828125,2196.050048828125,2216.050048828125,2175.1201171875,2183.260009765625,156900.0
2024-12-12,2190.919921875,2190.919921875,2211.14990234375,2169.800048828125,2176.570068359375,157500.0
2024-12-13,2168.889892578125,2168.889892578125,2202.820068359375,2156.14990234375,2189.360107421875,120300.0
2024-12-16,2170.489990234375,2170.489990234375,2178.77001953125,2161.639892578125,2163.530029296875,147800.0
2024-12-17,2138.179931640625,2138.179931640625,2166.610107421875,2132.72998046875,2154.780029296875,233900.0
2024-12-18,2051.10009765625,2051.10009765625,2146.06005859375,2044.4599609375,2146.06005859375,192700.0
2024-12-19,2044.8900146484375,2044.8900146484375,2091.9599609375,2036.6500244140625,2055.139892578125,223000.0
2024-12-20,2090.97998046875,2090.97998046875,2090.97998046875,2030.0,2030.0,298700.0
2024-12-23,2080.429931640625,2080.429931640625,2091.320068359375,2059.60009765625,2080.1201171875,71800.0
2024-12-24,2104.989990234375,2104.989990234375,2105.199951171875,2083.070068359375,2086.719970703125,39400.0
2024-12-26,2062.7099609375,2062.7099609375,2093.449951171875,2058.18994140625,2093.449951171875,129100.0
2024-12-27,2037.3299560546875,2037.3299560546875,2054.2900390625,2017.0,2054.2900390625,103700.0
2024-12-30,2013.6500244140625,2013.6500244140625,2031.5,1981.0,2007.27001953125,105200.0
2024-12-31,1990.9300537109375,1990.9300537109375,2012.6700439453125,1974.4100341796875,2012.6700439453125,168400.0
2025-01-02,1995.9200439453125,1995.9200439453125,2029.0,1985.18994140625,2005.0,160100.0
2025-01-03,1966.260009765625,1966.260009765625,2020.0,1958.949951171875,2003.1099853515625,197200.0
2025-01-06,1968.010009765625,1968.010009765625,1980.050048828125,1944.4200439453125,1976.0899658203125,186400.0
2025-01-07,1935.1600341796875,1935.1600341796875,1970.1400146484375,1923.4200439453125,1968.010009765625,139900.0
2025-01-08,1964.4200439453125,1964.4200439453125,1969.219970703125,1924.47998046875,1925.25,165500.0
2025-01-10,1917.6300048828125,1917.6300048828125,1944.6800537109375,1908.0,1944.6800537109375,111500.0
2025-01-13,1911.97998046875,1911.97998046875,1915.3499755859375,1881.280029296875,1889.6400146484375,120500.0
2025-01-14,1949.530029296875,1949.530029296875,1961.56005859375,1925.3699951171875,1928.6500244140625,99500.0
2025-01-15,2030.469970703125,2030.469970703125,2030.469970703125,1983.3499755859375,2016.969970703125,238100.0
2025-01-16,1969.6800537109375,1969.6800537109375,2066.679931640625,1963.5400390625,2034.68994140625,197800.0
2025-01-17,1900.5400390625,1900.5400390625,2007.949951171875,1876.1700439453125,2007.949951171875,362500.0
2025-01-21,1894.18994140625,1894.18994140625,1916.5899658203125,1876.8900146484375,1910.0400390625,381300.0
2025-01-22,1880.3199462890625,1880.3199462890625,1918.0899658203125,1842.18994140625,1918.0899658203125,283200.0
2025-01-23,1854.5999755859375,1854.5999755859375,1880.3199462890625,1831.22998046875,1880.3199462890625,405600.0
2025-01-24,1814.8499755859375,1814.8499755859375,1865.1199951171875,1800.6700439453125,1855.3299560546875,400700.0
2025-01-27,1842.6400146484375,1842.6400146484375,1842.6500244140625,1787.5699462890625,1802.02001953125,275600.0
2025-01-28,1851.0999755859375,1851.0999755859375,1883.6199951171875,1820.0,1830.510009765625,214100.0
2025-01-29,1860.2099609375,1860.2099609375,1867.1300048828125,1837.1099853515625,1850.0,179100.0
2025-01-30,1866.4200439453125,1866.4200439453125,1884.8499755859375,1859.52001953125,1872.68994140625,120700.0
2025-01-31,1873.56005859375,1873.56005859375,1903.7900390625,1866.050048828125,1876.1099853515625,199100.0
2025-02-03,1827.9599609375,1827.9599609375,1846.050048828125,1794.199951171875,1832.4200439453125,266800.0
2025-02-04,1809.699951171875,1809.699951171875,1829.6700439453125,1791.989990234375,1816.6300048828125,242400.0
2025-02-05,1847.800048828125,1847.800048828125,1890.3399658203125,1610.4000244140625,1649.3399658203125,660200.0
2025-02-06,1887.300048828125,1887.300048828125,1892.199951171875,1841.199951171875,1847.800048828125,325300.0
2025-02-07,1858.8599853515625,1858.8599853515625,1889.0799560546875,1813.1300048828125,1888.6800537109375,179000.0
2025-02-10,1857.3499755859375,1857.3499755859375,1875.0,1851.8599853515625,1870.0,213700.0
2025-02-11,1797.1700439453125,1797.1700439453125,1861.27001953125,1790.1600341796875,1861.27001953125,194600.0
2025-02-12,1767.4100341796875,1767.4100341796875,1792.5999755859375,1755.6199951171875,1772.31005859375,212300.0
2025-02-13,1802.7900390625,1802.7900390625,1812.5999755859375,1761.4599609375,1785.0799560546875,149600.0
2025-02-14,1799.18994140625,1799.18994140625,1816.4300537109375,1789.43994140625,1800.0,99600.0
2025-02-18,1794.239990234375,1794.239990234375,1800.2900390625,1770.5699462890625,1789.0,124400.0
2025-02-19,1755.260009765625,1755.260009765625,1794.239990234375,1745.2900390625,1794.239990234375,200400.0
2025-02-20,1725.5400390625,1725.5400390625,1744.52001953125,1706.969970703125,1740.050048828125,149400.0
2025-02-21,1698.1099853515625,1698.1099853515625,1724.4000244140625,1687.199951171875,1724.4000244140625,157600.0
2025-02-24,1732.199951171875,1732.199951171875,1740.0,1679.68994140625,1703.77001953125,183900.0
2025-02-25,1816.760009765625,1816.760009765625,1822.949951171875,1715.27001953125,1729.6700439453125,251700.0
2025-02-26,1869.969970703125,1869.969970703125,1924.3199462890625,1862.6600341796875,1875.0,223000.0
2025-02-27,1836.1800537109375,1836.1800537109375,1895.31005859375,1827.5799560546875,1870.0,149600.0
2025-02-28,1886.3499755859375,1886.3499755859375,1886.3499755859375,1832.9000244140625,1832.9000244140625,248500.0
2025-03-03,1864.8800048828125,1864.8800048828125,1914.5,1851.8199462890625,1890.06005859375,215200.0
2025-03-04,1871.030029296875,1871.030029296875,1919.5999755859375,1846.050048828125,1848.5899658203125,247500.0
2025-03-05,1873.010009765625,1873.010009765625,1887.3599853515625,1856.52001953125,1870.800048828125,196900.0
2025-03-06,1816.510009765625,1816.510009765625,1874.6500244140625,1809.8499755859375,1833.72998046875,183300.0
2025-03-07,1834.1300048828125,1834.1300048828125,1859.760009765625,1767.199951171875,1819.6099853515625,213600.0
2025-03-10,1695.3499755859375,1695.3499755859375,1790.6099853515625,1688.800048828125,1790.6099853515625,279000.0
2025-03-11,1722.8499755859375,1722.8499755859375,1751.3699951171875,1676.8599853515625,1695.3499755859375,280400.0
2025-03-12,1779.0,1779.0,1792.1600341796875,1731.4100341796875,1756.02001953125,266000.0
2025-03-13,1743.5400390625,1743.5400390625,1770.0,1720.5799560546875,1770.0,159300.0
2025-03-14,1799.9000244140625,1799.9000244140625,1814.6800537109375,1757.530029296875,1759.0,145900.0
2025-03-17,1845.8499755859375,1845.8499755859375,1872.31005859375,1797.8900146484375,1797.8900146484375,200600.0
2025-03-18,1813.6099853515625,1813.6099853515625,1851.43994140625,1794.0699462890625,1836.77001953125,131300.0
2025-03-19,1872.989990234375,1872.989990234375,1885.469970703125,1824.9300537109375,1827.4300537109375,154200.0
2025-03-20,1853.4599609375,1853.4599609375,1880.0899658203125,1849.0899658203125,1849.9599609375,141500.0
2025-03-21,1853.2900390625,1853.2900390625,1859.699951171875,1818.3499755859375,1841.8399658203125,216000.0
2025-03-24,1897.6600341796875,1897.6600341796875,1906.9200439453125,1879.1500244140625,1886.5400390625,166000.0
2025-03-25,1919.6400146484375,1919.6400146484375,1925.0,1893.280029296875,1897.0,142900.0
2025-03-26,1887.0,1887.0,1919.6400146484375,1865.550048828125,1919.6400146484375,129000.0
2025-03-27,1872.280029296875,1872.280029296875,1890.4599609375,1849.989990234375,1886.719970703125,88800.0
2025-03-28,1835.239990234375,1835.239990234375,1874.0899658203125,1811.9599609375,1874.0899658203125,140100.0
2025-03-31,1844.1600341796875,1844.1600341796875,1850.9300537109375,1784.6099853515625,1814.7099609375,198400.0
2025-04-01,1868.469970703125,1868.469970703125,1872.6300048828125,1825.3499755859375,1835.0999755859375,129300.0
2025-04-02,1889.8900146484375,1889.8900146484375,1892.6300048828125,1824.510009765625,1843.8299560546875,105300.0
2025-04-03,1801.050048828125,1801.050048828125,1853.530029296875,1797.8800048828125,1820.0,152500.0
2025-04-04,1673.97998046875,1673.97998046875,1765.0,1673.5899658203125,1757.199951171875,300700.0
2025-04-07,1713.199951171875,1713.199951171875,1769.4100341796875,1585.1800537109375,1612.9000244140625,334800.0
